"b_0" "b_run" "b_temp" "b_temp2" "b_ftt" "b_dis" "b_trans" "a_yr.1" "a_yr.2" "a_yr.3" "a_yr.4" "a_yr.5" "a_yr.6" "a_yr.7" "a_yr.8" "a_yr.9" "a_yr.10" "a_yr.11" "a_yr.12" "a_yr.13" "a_yr.14" "a_yr.15" "sigma_yr" "mu_v" "sigma_v" "phi_fit" "deviance"
"1" 2.97879655809467 0.598129159395262 1.04778608672358 -1.39597544168941 -0.213632228371223 0.127508025231245 -0.4430849825042 0.223042017078572 0.307977270974509 0.477746397755611 0.0144038294306553 -0.135967891644618 0.0296949150376276 -0.267480588792581 -0.141284510550125 -0.58487688077413 -0.552377834918254 0.185504140449443 0.15855283758969 0.062495481422083 0.154743906289144 -0.510993398990842 0.41331554147125 31.0073519456226 12.2645629622734 0.937956536433144 166797.193203492
"2" 2.97172435541605 0.583176779876306 1.04436799603157 -1.40575618670627 -0.19637344501705 0.179939190827362 -0.468807461674473 0.455316300526269 0.35877661032456 0.408278622690057 -0.257572462031341 0.204777480838774 0.30260376722197 -0.344300798988999 -0.147206313458847 -0.594443183092869 -0.534957932058076 0.00618502349607547 0.157452451337832 0.194190496193868 -0.0459905314703499 -0.255987118325986 0.308946532654407 31.0786923216398 12.3000792165819 0.938385662212018 166831.534460454
"3" 3.02615037712075 0.706295275698387 1.06153735518863 -1.4769284999506 -0.17858703142366 0.105292967440043 -0.540093584178512 0.427174524483093 0.349361607305317 0.626379128817032 -0.175519250674674 0.148667901774001 0.2835879048752 -0.388108923519944 -0.163240617649119 -0.674705016812547 -0.532865241963141 0.291365936083107 0.241571109305894 0.188849683018089 -0.225619731238882 -0.0519904860389229 0.307860491928245 31.2762442951136 12.3392303901022 0.940792560005472 166868.880000565
"4" 2.99425638521556 0.738507873378215 1.06377997415278 -1.46024334363615 -0.190832182166316 0.136045736001563 -0.541886942633225 0.297867755033579 0.355497455191327 0.342632231842789 -0.00566256774103108 0.13761389361302 0.0306967651850958 -0.15841649097638 -0.233103743309187 -0.634482741845544 -0.405936984254801 0.232723333517683 -0.210088927536653 0.187686597107121 0.164510579664465 -0.024698879494979 0.270379713486462 31.1523789490449 12.2588101409047 0.938881706689956 166842.62213611
"5" 3.00719552702075 0.608171405593267 1.05874842859241 -1.45753050549829 -0.180573012468322 0.141689099984944 -0.509545919128972 0.350419942287739 0.495533604406477 0.352430830474711 -0.0631455394544375 0.325664559771731 0.0813185952109177 -0.132699016386941 -0.099863802489448 -0.643272483115222 -0.500822908010473 0.028485862354864 -0.130996813582972 0.302053271809672 0.0891591788139344 -0.119605439697572 0.244512395460831 31.3588580941131 12.2491727903232 0.940602034305307 166792.646386279
"6" 3.00715953953587 0.666249707054752 1.08924521129048 -1.49571279522261 -0.183595248582645 0.138793916362386 -0.491759109211526 0.256650845567846 0.582588745285242 0.397347200116548 -0.0605237120092281 0.104672403237739 -0.0698649661119492 -0.13583578442566 -0.124246912731943 -0.648159122926648 -0.521736855328612 -0.0406920488538958 -0.149554292098492 0.225037697806351 0.272799048396959 -0.117279978787764 0.321085796024238 31.4333201990452 12.387500888258 0.940008954586466 166792.640858666
"7" 3.03518431170929 0.519370469528659 1.12485340013634 -1.48677854618606 -0.187435421165451 0.145922020172152 -0.516752498649289 0.405026197896174 0.423762928398689 0.370877868706923 0.0749504479712756 0.0687634556579399 -0.0940251558373446 -0.165315400909501 -0.0399539404925575 -0.713944325741672 -0.616768856786117 0.0741283865148022 -0.166890501845821 0.240959384383429 -0.0119354367956321 -0.118729128446271 0.322781907349894 31.4466530648476 12.3910737463538 0.938951067745783 166771.732772826
"8" 3.02262681323972 0.538576188367425 1.13423288233944 -1.49576866088476 -0.186883002258382 0.125556376090666 -0.545477170601999 0.310127118769483 0.454596489167433 0.638925999253672 -0.154946717894517 0.156021365194076 -0.145203458584694 -0.114800060497678 -0.0128368550600183 -0.628926197491322 -0.336293069378451 0.182965756405982 0.334592695763077 0.147543071686527 0.0335987525239855 -0.192455096346853 0.295619467105468 31.250203165307 12.3881832794814 0.941247135425668 166791.923223692
"9" 3.02985701468406 0.572465778951982 1.13322200246978 -1.50047506769622 -0.189373634241706 0.109914929472764 -0.53317111316392 0.447713746494934 0.5834232251771 0.522910756809118 -0.23431028670827 0.138666652919582 0.0681018203829765 -0.183596415113485 -0.0385322550294007 -0.640517961899808 -0.356807930447306 0.375564318295237 0.173222779183954 0.141857105690818 0.090060942571254 -0.11571783329361 0.379028163686592 31.2874783258581 12.3531143357751 0.942825595450314 166800.867001482
"10" 3.00155801421167 0.551827941170133 1.11012850608417 -1.48685612176778 -0.188351224995865 0.0815541488709358 -0.482611799651006 0.491386454037339 0.478326904319498 0.402082367591227 -0.0387289965029745 0.226371642336767 0.042401321009993 -0.126429025590536 -0.234485319194903 -0.649849779567449 -0.493138623477445 0.312554597264637 0.144834811078581 0.153499105993597 0.237918553120656 -0.182975304602983 0.338356417026874 31.1183209595751 12.3708233181925 0.939910819952158 166750.572461967
